lot_area,utilities,land_slope,overall_qual,overall_cond,year_remod_add,exter_cond,bsmt_cond,total_bsmt_sf,gr_liv_area,bedroom_abvgr,kitchen_qual,garage_area,garage_cond,paved_drive,saleprice,got_mas_vnr,got_bsmt,got_fireplaces,got_pool,got_misc,got_alley,got_fence,full_bath_total,half_bath_total,age,num_of_floors,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_NoAlley,alley_Pave,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
10895,1,2,4,5,1955,3,3,972.0,972,3,2,305.0,2,2,122500,0,1,0,0,0,0,1,1.0,0.0,55,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17503,1,2,5,4,1950,2,3,912.0,1458,3,2,330.0,2,2,97500,0,1,1,0,0,0,0,1.0,1.0,62,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9723,1,2,5,6,1963,2,3,1008.0,1008,2,2,430.0,2,2,135000,1,1,0,0,0,0,0,1.0,0.0,43,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11694,1,2,8,4,2007,2,3,1822.0,1828,3,3,774.0,2,2,314813,1,1,1,0,0,0,0,2.0,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6000,1,2,5,8,2000,2,3,698.0,1176,2,2,624.0,2,0,134900,0,1,0,0,0,0,0,1.0,0.0,72,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10519,1,2,4,7,1999,2,3,1057.0,1057,3,3,288.0,2,2,137000,1,1,0,0,0,0,0,1.0,1.0,51,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10437,1,2,7,5,1995,3,3,2109.0,2113,2,3,839.0,2,2,350000,1,1,1,0,0,0,0,3.0,1.0,13,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7514,1,2,4,6,1975,2,3,943.0,1387,3,2,300.0,2,2,145000,0,1,1,0,0,0,0,2.0,0.0,39,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13654,1,2,8,4,2006,2,3,1704.0,2758,4,4,814.0,2,2,418000,1,1,1,0,0,0,0,2.0,1.0,2,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5747,1,2,2,3,1950,2,3,798.0,840,2,1,250.0,1,0,64000,0,1,0,0,0,0,0,1.0,0.0,86,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4500,1,2,4,4,2000,2,3,793.0,1520,3,2,281.0,2,2,159434,0,1,0,0,0,1,0,1.0,0.0,77,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11830,1,2,7,4,2007,2,3,1542.0,1542,3,3,852.0,2,2,260261,1,1,1,0,0,0,0,3.0,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8520,1,2,4,3,1952,1,3,910.0,1385,4,2,720.0,2,2,166000,0,1,0,0,0,0,1,2.0,0.0,58,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6760,1,2,4,4,1962,2,3,896.0,936,3,2,288.0,2,2,130000,0,1,1,0,0,0,0,2.0,0.0,45,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6191,1,2,4,3,1950,2,2,824.0,1288,4,2,240.0,2,2,112000,0,1,0,0,0,0,0,1.0,0.0,65,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8700,1,2,4,5,1963,3,3,1120.0,1128,3,2,525.0,2,2,155000,1,1,0,0,0,0,1,3.0,0.0,45,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12003,1,2,7,4,2010,2,3,774.0,1968,4,4,680.0,2,2,269500,1,1,1,0,0,0,0,2.0,1.0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13125,1,2,6,5,1984,2,3,800.0,1740,3,2,240.0,2,2,219500,0,1,1,0,0,0,0,1.0,1.0,67,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9967,1,2,6,4,2000,2,3,384.0,1430,3,2,400.0,2,2,170000,0,1,1,0,0,0,0,2.0,1.0,7,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9600,1,2,7,8,2003,3,3,930.0,1566,3,3,288.0,2,2,150000,0,1,0,0,0,1,0,2.0,0.0,110,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8163,1,2,4,5,1959,3,3,1144.0,1144,3,2,796.0,2,2,143000,1,1,1,0,0,0,0,2.0,0.0,47,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9900,1,2,4,4,1961,3,3,1114.0,1114,3,2,451.0,2,2,140000,0,1,0,0,0,0,0,2.0,0.0,47,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13651,1,2,6,5,1973,3,3,2223.0,2223,3,2,516.0,2,2,244000,1,1,1,0,0,0,0,3.0,0.0,34,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7200,1,2,4,6,1996,2,2,530.0,1111,3,1,288.0,2,0,101000,0,1,0,0,0,0,0,1.0,0.0,87,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9750,1,2,4,4,1958,2,3,960.0,960,3,2,624.0,2,2,125000,0,1,0,0,1,1,0,1.0,0.0,48,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11184,1,2,5,4,1998,2,3,932.0,1633,3,2,460.0,2,2,183000,0,1,1,0,0,0,0,2.0,1.0,10,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6390,1,2,5,6,1954,2,3,936.0,984,2,2,280.0,2,2,112500,0,1,0,0,0,0,1,2.0,0.0,54,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10240,1,2,5,5,1980,3,3,1686.0,1686,3,2,612.0,2,2,207500,1,1,1,0,0,0,0,3.0,0.0,26,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9316,1,2,6,4,2005,2,3,1614.0,1614,3,3,576.0,2,2,225000,1,1,1,0,0,0,0,2.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7200,1,2,4,7,1972,2,3,864.0,864,3,2,297.0,2,2,119900,0,1,0,0,0,0,1,1.0,0.0,34,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12228,1,2,6,4,2006,2,4,1721.0,1740,4,3,874.0,2,2,293000,1,1,0,0,0,0,0,2.0,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10335,1,2,4,5,1993,2,3,1461.0,1721,3,2,440.0,2,2,180000,0,1,1,0,0,0,1,2.0,1.0,38,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8930,1,2,5,4,1978,2,0,0.0,1902,4,2,539.0,2,2,112000,0,0,0,0,0,0,0,2.0,0.0,32,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9672,1,2,5,4,1985,2,3,1040.0,1097,3,2,480.0,2,2,152000,0,1,0,0,0,0,1,2.0,0.0,26,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13975,1,2,8,4,2006,2,3,1090.0,2206,4,4,670.0,2,2,300000,1,1,1,0,0,0,0,2.0,1.0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7819,1,2,5,4,1976,2,3,1029.0,1117,3,2,672.0,2,2,107000,0,1,1,0,0,0,1,2.0,0.0,34,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11340,1,2,3,5,1950,2,3,777.0,2290,4,2,560.0,2,0,122500,0,1,0,0,0,0,0,2.0,0.0,125,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1680,1,2,5,4,1972,2,3,483.0,948,2,2,264.0,2,2,89000,1,1,0,0,0,0,0,1.0,1.0,34,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6001,1,1,5,4,1950,2,3,600.0,919,3,2,231.0,2,2,95000,0,1,0,0,0,0,1,1.0,0.0,70,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11700,1,2,5,5,1968,2,3,912.0,1152,3,2,412.0,2,2,143450,1,1,0,0,0,0,0,2.0,1.0,39,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12858,1,2,8,4,2010,2,3,1590.0,2334,3,4,751.0,2,2,376162,1,1,1,0,0,0,0,2.0,1.0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9300,1,2,4,4,1960,2,3,1268.0,1264,3,2,461.0,2,2,167500,1,1,1,0,0,0,0,2.0,0.0,50,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7018,1,2,4,4,1979,2,3,1086.0,1224,2,2,528.0,2,2,153337,1,1,1,0,0,0,0,2.0,2.0,30,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6629,1,2,5,5,1950,3,3,672.0,1369,3,2,300.0,2,2,103600,0,1,0,0,0,0,0,3.0,0.0,84,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10650,1,2,4,5,1976,2,4,894.0,894,3,2,308.0,2,2,128200,0,1,0,0,0,0,1,2.0,0.0,34,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13650,1,2,7,4,2002,2,3,1671.0,2250,3,3,756.0,2,2,320000,1,1,1,0,0,0,0,3.0,1.0,8,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8433,1,2,5,4,2000,2,3,794.0,1514,3,2,394.0,2,2,190000,0,1,1,0,0,0,0,3.0,1.0,9,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6000,1,2,4,3,1954,2,3,811.0,1387,3,3,256.0,2,2,93000,0,1,0,0,0,0,0,2.0,0.0,55,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8500,1,2,3,3,1950,1,3,649.0,1317,3,2,250.0,1,0,40000,0,1,0,0,0,1,1,1.0,0.0,88,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8712,1,2,3,6,1950,1,3,756.0,952,3,2,330.0,2,0,50138,0,1,0,0,0,0,0,1.0,0.0,114,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6900,1,2,4,5,1955,2,3,740.0,778,2,2,924.0,4,2,120500,0,1,1,0,0,0,0,1.0,0.0,68,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9900,1,2,5,6,1950,2,3,778.0,1489,3,2,240.0,2,2,139500,0,1,1,0,0,0,1,2.0,0.0,69,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13286,1,2,8,4,2008,2,3,1698.0,1698,3,4,768.0,2,2,320000,1,1,1,0,0,0,0,3.0,0.0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12888,1,2,6,7,1980,3,3,1005.0,2267,3,2,498.0,2,2,219000,0,1,1,0,0,0,0,2.0,1.0,70,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8857,1,2,5,4,2006,2,3,738.0,1495,3,3,440.0,2,2,171925,0,1,1,0,0,0,0,2.0,1.0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14137,1,2,4,4,1997,2,3,1348.0,1384,3,3,404.0,2,2,177900,0,1,0,0,0,0,0,3.0,0.0,12,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6720,1,2,5,6,1950,2,3,585.0,1436,3,2,228.0,2,2,141500,0,1,1,0,0,0,0,1.0,0.0,86,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7500,1,2,5,4,1999,2,3,952.0,1636,3,2,440.0,2,2,191000,0,1,1,0,0,0,0,3.0,1.0,11,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13072,1,2,5,4,2004,2,3,1158.0,1158,3,3,576.0,2,2,158000,0,1,0,0,0,0,0,2.0,1.0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10656,1,2,7,4,2007,2,3,1638.0,1646,3,3,870.0,2,2,248900,1,1,1,0,0,0,0,2.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7200,1,2,4,6,1950,2,3,731.0,1768,3,3,240.0,2,2,175000,1,1,1,0,0,0,1,2.0,1.0,70,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8800,1,2,5,6,2000,3,3,1187.0,1565,3,3,299.0,2,2,185900,0,1,1,0,1,0,1,3.0,0.0,41,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10800,1,2,6,6,1970,2,3,880.0,1768,2,2,320.0,2,0,163000,0,1,1,0,0,0,0,1.0,1.0,92,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13014,1,2,5,4,1978,2,3,1008.0,1096,3,2,484.0,2,2,157500,1,1,1,0,0,0,0,2.0,0.0,30,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5395,1,2,7,4,1993,2,3,1337.0,1337,2,3,462.0,2,2,180000,0,1,1,0,0,0,0,3.0,0.0,15,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8400,1,2,1,4,1950,2,2,290.0,438,1,1,246.0,2,0,60000,0,1,0,0,0,0,0,1.0,0.0,89,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12102,1,2,4,4,1976,2,4,456.0,1033,3,2,504.0,2,2,165000,1,1,0,0,0,0,0,1.0,1.0,32,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10905,1,2,6,4,2003,2,3,1129.0,2327,4,3,596.0,2,2,240000,0,1,1,0,0,0,0,2.0,1.0,5,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6430,1,2,5,5,1950,2,3,780.0,1340,3,2,440.0,2,2,128000,0,1,0,0,0,0,0,2.0,0.0,61,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14695,1,2,5,7,2008,3,3,1562.0,1567,2,3,542.0,2,2,256000,1,1,1,0,0,0,1,3.0,0.0,43,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9000,1,2,6,8,1988,3,3,650.0,1482,3,2,324.0,2,2,143000,0,1,0,0,0,0,0,1.0,1.0,89,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8368,1,2,6,4,2007,2,3,1689.0,1689,3,3,433.0,2,2,231713,0,1,0,0,0,0,0,2.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6490,1,2,4,6,1983,3,3,816.0,816,2,2,264.0,2,2,128500,0,1,0,0,0,0,1,1.0,1.0,25,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7290,1,2,6,7,1950,2,3,1228.0,1424,2,2,312.0,2,2,168000,1,1,1,0,0,0,0,2.0,0.0,87,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11194,1,2,7,4,2000,2,3,1406.0,1936,3,3,504.0,2,2,230500,1,1,1,0,0,0,0,2.0,1.0,6,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11250,1,2,6,4,1998,2,3,1054.0,1939,3,3,555.0,2,2,227000,1,1,1,0,0,0,0,2.0,2.0,8,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
